id,attr_time,attr_lat,attr_lng
1,1436977886000,49.44879256,8.9001371
2,1436977905000,49.44879536,8.90013003
3,1436977917000,49.44879433,8.9001311
4,1436977926000,49.44879505,8.90012598
5,1436977935000,49.44879511,8.900126
6,1436977946000,49.44879718,8.90012232
7,1436977960000,49.44923623,8.89975887
8,1436977977000,49.44886222,8.89945876
9,1436977987000,49.44886395,8.89945148
10,1436977997000,49.44886465,8.89943834
11,1436978007000,49.44889237,8.89944142
12,1436978017000,49.4489067,8.8994145
13,1436978029000,49.4489228,8.8994126
14,1436978039000,49.4489257,8.89939771
15,1436978050000,49.44892547,8.8993972
16,1436978059000,49.44892504,8.89939673
17,1436978070000,49.44892901,8.89938999
18,1436978079000,49.44892671,8.89937533
19,1436978090000,49.44893062,8.89936156
20,1436978099000,49.44892358,8.89933396
21,1436978110000,49.4484924,8.89922709
22,1436978120000,49.44870797,8.89864244
23,1436978131000,49.44838895,8.89852427
24,1436978141000,49.44852342,8.89843075
25,1436978151000,49.44865409,8.8984932
26,1436978162000,49.44876156,8.89861732
27,1436978173000,49.44884141,8.89866913
28,1436978183000,49.44889176,8.89856169
29,1436978193000,49.44912695,8.89835126
30,1436978203000,49.44917934,8.89844048
31,1436978214000,49.44913226,8.89833888
32,1436978222000,49.448888,8.89832723
33,1436978234000,49.44902127,8.89831849
34,1436978243000,49.4491361,8.89811846
35,1436978254000,49.44921499,8.89825907
36,1436978264000,49.44925166,8.8983047
37,1436978273000,49.44926052,8.89828511
38,1436978284000,49.44953529,8.89829215
39,1436978295000,49.44955049,8.89835145
40,1436978304000,49.44961599,8.89851719
41,1436978315000,49.44965914,8.8986121
42,1436978326000,49.44976894,8.8984375
43,1436978336000,49.44976735,8.89842956
44,1436978359000,49.44978306,8.89847913
45,1436978377000,49.44978358,8.89847393
46,1436978382000,49.44978364,8.89847386
47,1436978404000,49.44978876,8.89852899
48,1436978416000,49.44977517,8.89850697
49,1436978448000,49.44977519,8.89850679
50,1436978451000,49.44977549,8.89850599
51,1436978462000,49.44978487,8.89845994
52,1436978473000,49.44978521,8.89845966
