id,attr_time,attr_lat,attr_lng
1,1436977911000,49.44875685,8.90008643
2,1436977927000,49.44875676,8.9000858
3,1436977932000,49.44875731,8.90008437
4,1436977943000,49.44875886,8.90008058
5,1436977976000,49.4487602,8.90007349
6,1436977981000,49.44876021,8.90007265
7,1436978009000,49.44876126,8.90006883
8,1436978014000,49.44876125,8.90006892
9,1436978028000,49.44876266,8.90005883
10,1436978035000,49.44876301,8.90005564
11,1436978068000,49.44876393,8.90005202
12,1436978073000,49.44876385,8.90005221
13,1436978085000,49.44876386,8.90004776
14,1436978095000,49.44876469,8.90004592
15,1436978115000,49.44873372,8.89936059
16,1436978121000,49.44870901,8.89920397
17,1436978132000,49.4485368,8.89924838
18,1436978146000,49.44854736,8.89905948
19,1436978152000,49.44861972,8.89892956
20,1436978168000,49.44894369,8.89832544
21,1436978174000,49.44895456,8.89834845
22,1436978189000,49.44906315,8.89838782
23,1436978195000,49.44909368,8.89836149
24,1436978225000,49.44920532,8.89800546
25,1436978237000,49.44914435,8.89797886
26,1436978245000,49.44909659,8.89800982
27,1436978257000,49.44919321,8.89815234
28,1436978266000,49.4492428,8.89821745
29,1436978276000,49.44932676,8.89816731
30,1436978287000,49.44939783,8.89828791
31,1436978298000,49.44950995,8.89840791
32,1436978308000,49.4496317,8.89847897
33,1436978320000,49.44973251,8.89856658
34,1436978330000,49.44977307,8.89850413
35,1436978408000,49.44978526,8.89866265
36,1436978422000,49.44971577,8.89860204
37,1436978458000,49.44984869,8.89874836
38,1436978463000,49.4498708,8.89855008
