id,attr_time,attr_lat,attr_lng
1,1436977886000,49.44857172,8.89983854
2,1436977892000,49.44878601,8.90000406
3,1436977902000,49.44879828,8.89999374
4,1436977912000,49.44884017,8.89978084
5,1436977923000,49.44889823,8.8997625
6,1436977932000,49.44890631,8.89969817
7,1436977943000,49.44896358,8.89971766
8,1436977953000,49.44891553,8.89966091
9,1436977964000,49.44884699,8.8995968
10,1436977974000,49.44888896,8.89960521
11,1436977983000,49.4489015,8.89951363
12,1436977993000,49.44894574,8.89939322
13,1436978004000,49.4490283,8.89924308
14,1436978014000,49.44904687,8.89921254
15,1436978025000,49.44903427,8.89913985
16,1436978035000,49.44897227,8.89907807
17,1436978046000,49.44898447,8.89910694
18,1436978056000,49.44900599,8.89907665
19,1436978066000,49.44902473,8.89918957
20,1436978076000,49.44903201,8.89903803
21,1436978087000,49.4489303,8.89896392
22,1436978097000,49.44882658,8.89885491
23,1436978107000,49.44880296,8.89866803
24,1436978117000,49.448792,8.8985763
25,1436978127000,49.44873174,8.89852928
26,1436978138000,49.44870259,8.89850285
27,1436978148000,49.44868481,8.89851865
28,1436978158000,49.44877743,8.89849321
29,1436978168000,49.44881477,8.89845267
30,1436978178000,49.44887898,8.89846611
31,1436978189000,49.44914438,8.89843017
32,1436978199000,49.44911232,8.89843563
33,1436978209000,49.44909635,8.89843954
34,1436978221000,49.44910689,8.89839904
35,1436978239000,49.4491392,8.89833731
36,1436978249000,49.44915189,8.8983185
37,1436978260000,49.44916023,8.89829563
38,1436978270000,49.4491648,8.8982898
39,1436978281000,49.44943727,8.8983139
40,1436978291000,49.44951291,8.89829349
41,1436978301000,49.44954876,8.8983267
42,1436978312000,49.44962263,8.89831102
43,1436978324000,49.44969882,8.89837313
44,1436978331000,49.44973841,8.89842193
45,1436978342000,49.44974749,8.89841799
46,1436978354000,49.44975575,8.89842908
47,1436978365000,49.44976214,8.89844095
48,1436978374000,49.44976652,8.89845831
49,1436978399000,49.4497897,8.89851308
50,1436978410000,49.44983289,8.89849241
51,1436978426000,49.4498462,8.89849645
52,1436978431000,49.44984645,8.89849677
53,1436978443000,49.44984679,8.89849718
54,1436978452000,49.44985198,8.89849303
55,1436978463000,49.44984944,8.89848195
56,1436978472000,49.44985493,8.898455
