id,attr_time,attr_lat,attr_lng
1,1436185173000,49.4499997,8.89824454
2,1436185209000,49.44986251,8.89813012
3,1436185212000,49.44998074,8.89847594
4,1436185223000,49.44992583,8.89853306
5,1436185270000,49.44949847,8.89852945
6,1436185296000,49.4496522,8.89836288
7,1436185307000,49.44961888,8.89828624
8,1436185317000,49.44948628,8.8982429
9,1436185326000,49.44941613,8.89822963
10,1436185337000,49.44930554,8.8982742
11,1436185346000,49.4492623,8.8983118
12,1436185357000,49.44924416,8.8982633
13,1436185368000,49.44923823,8.89815217
14,1436185377000,49.44911933,8.89819597
15,1436185388000,49.44902547,8.89836098
16,1436185399000,49.44902204,8.89843244
17,1436185409000,49.44899147,8.89845754
18,1436185419000,49.44901454,8.89848249
19,1436185431000,49.44908227,8.8984559
20,1436185449000,49.44896684,8.89854478
21,1436185460000,49.44878627,8.89843001
22,1436185480000,49.44880095,8.8984591
23,1436185490000,49.44876888,8.89856369
24,1436185501000,49.44881946,8.89858701
25,1436185511000,49.44884427,8.89861039
26,1436185521000,49.44886143,8.89863995
27,1436185531000,49.44885599,8.89867712
28,1436185542000,49.44884985,8.89873608
29,1436185552000,49.44885891,8.89876092
30,1436185562000,49.44890777,8.89886997
31,1436185573000,49.44895914,8.89909153
32,1436185582000,49.44901266,8.89924139
33,1436185592000,49.44894425,8.89930034
34,1436185603000,49.44887763,8.89931247
35,1436185614000,49.44883733,8.89940615
36,1436185623000,49.44886022,8.89949747
37,1436185635000,49.44892002,8.89964424
38,1436185646000,49.44889928,8.89965895
39,1436185656000,49.44915695,8.89958114
40,1436185665000,49.44912539,8.89956901
41,1436185675000,49.44905233,8.89962676
42,1436185688000,49.44862032,8.89965215
43,1436185696000,49.44879968,8.89986753
44,1436185707000,49.44877564,8.90007169
