id,attr_time,attr_lat,attr_lng
1,1436185176000,49.44997218,8.89824325
2,1436185213000,49.4497974,8.89765439
3,1436185217000,49.44980087,8.89774227
4,1436185283000,49.44984752,8.89786989
5,1436185289000,49.44984752,8.89786989
6,1436185299000,49.44983834,8.89789292
7,1436185310000,49.44983739,8.89789498
8,1436185318000,49.44983654,8.89789814
9,1436185333000,49.44974123,8.8981059
10,1436185338000,49.44973886,8.89810841
11,1436185348000,49.44928646,8.89835437
12,1436185359000,49.4493593,8.89823802
13,1436185370000,49.44923389,8.89830022
14,1436185380000,49.44919883,8.89842375
15,1436185390000,49.44896206,8.89839255
16,1436185404000,49.44888049,8.89831684
17,1436185413000,49.44901204,8.89847898
18,1436185423000,49.44903086,8.89849039
19,1436185440000,49.44902109,8.89847564
20,1436185462000,49.44875436,8.89835765
21,1436185468000,49.44876094,8.8983219
22,1436185487000,49.44885749,8.8984351
23,1436185499000,49.44884457,8.8986677
24,1436185514000,49.44889361,8.89882363
25,1436185518000,49.44891951,8.89882843
26,1436185530000,49.44898033,8.89882065
27,1436185540000,49.4490208,8.89891041
28,1436185552000,49.44896744,8.89906225
29,1436185561000,49.44886745,8.89909093
30,1436185569000,49.4488348,8.89907634
31,1436185579000,49.44892376,8.89919424
32,1436185593000,49.44902243,8.89938373
33,1436185601000,49.44903648,8.89941599
34,1436185611000,49.44901662,8.89930826
35,1436185622000,49.4489711,8.89930414
36,1436185634000,49.44892314,8.89955844
37,1436185653000,49.44896197,8.89972008
38,1436185665000,49.4489101,8.89971769
39,1436185675000,49.44887542,8.89970093
40,1436185696000,49.44879988,8.89991105
41,1436185700000,49.44874457,8.89991286
