id,attr_time,attr_lat,attr_lng
1,1437234492000,49.44985645,8.89814547
2,1437234503000,49.44985615,8.89816278
3,1437234514000,49.4498552,8.89818901
4,1437234526000,49.44985487,8.89819393
5,1437234536000,49.44985491,8.89818881
6,1437234544000,49.44985448,8.89833716
7,1437234558000,49.4497375,8.89855583
8,1437234580000,49.44979089,8.89847263
9,1437234583000,49.44977315,8.89847668
10,1437234595000,49.44975999,8.89847439
11,1437234605000,49.44976412,8.89846939
12,1437234616000,49.44970683,8.89840566
13,1437234627000,49.44969862,8.89835286
14,1437234636000,49.44967585,8.89835176
15,1437234645000,49.44966446,8.8983647
16,1437234657000,49.44958441,8.89841597
17,1437234666000,49.44946966,8.89835292
18,1437234677000,49.4493504,8.89831814
19,1437234688000,49.44926382,8.89823933
20,1437234698599,49.44936481,8.89837002
21,1437234708000,49.44912474,8.89827468
22,1437234721000,49.4489765,8.89833058
23,1437234729000,49.4489623,8.89843992
24,1437234742000,49.44889119,8.89856501
25,1437234752000,49.44878906,8.89852926
26,1437234762000,49.44871459,8.89855396
27,1437234773000,49.44870875,8.89847229
28,1437234784000,49.44872993,8.89844746
29,1437234793000,49.4487757,8.89855589
30,1437234804000,49.4488538,8.89868759
31,1437234814000,49.44892867,8.89879848
32,1437234826000,49.44898488,8.89888527
33,1437234836000,49.44902885,8.89898077
34,1437234846000,49.44904397,8.89915055
35,1437234857000,49.4490256,8.89923485
36,1437234868000,49.44904186,8.89924723
37,1437234878000,49.44911045,8.89930743
38,1437234888000,49.44905911,8.89940255
39,1437234899000,49.44895933,8.89940436
40,1437234910000,49.44892859,8.89947698
41,1437234921000,49.44892467,8.8995036
42,1437234931000,49.44891469,8.89954446
43,1437234941000,49.4489268,8.89958462
44,1437234951000,49.4489205,8.89959695
45,1437234963000,49.44892794,8.89987198
46,1437234973000,49.44888116,8.89987181
47,1437234984000,49.44883882,8.89987638
48,1437234996000,49.44883628,8.89991712
