id,attr_time,attr_lat,attr_lng
1,1437234504000,49.44975751,8.89845652
2,1437234537000,49.44975417,8.89845794
3,1437234548000,49.44975744,8.89844489
4,1437234587000,49.449758,8.89844624
5,1437234608000,49.44976027,8.89845142
6,1437234619000,49.44976127,8.89845245
7,1437234629000,49.44975981,8.89845235
8,1437234638000,49.44975714,8.89845086
9,1437234648000,49.44975731,8.89844715
10,1437234661000,49.44974891,8.89844468
11,1437234670000,49.44974485,8.89843746
12,1437234681000,49.44949388,8.89839955
13,1437234691000,49.44924755,8.89831633
14,1437234701000,49.4490516,8.8982243
15,1437234712000,49.44898661,8.89825532
16,1437234723000,49.44883701,8.89851242
17,1437234733000,49.44891857,8.89859833
18,1437234744000,49.44890052,8.89844968
19,1437234754000,49.44880704,8.89860087
20,1437234764951,49.44866817,8.89853551
21,1437234778000,49.44881508,8.89852532
22,1437234784000,49.44881428,8.89854424
23,1437234796000,49.44879256,8.89857448
24,1437234806000,49.44886458,8.89881353
25,1437234817000,49.44888977,8.89888769
26,1437234827000,49.44894752,8.89891854
27,1437234839000,49.44900063,8.898923
28,1437234849000,49.44901636,8.89892945
29,1437234869000,49.44895487,8.89892373
30,1437234880000,49.44895922,8.89894813
31,1437234891000,49.44895498,8.89896162
32,1437234902000,49.44894812,8.89899015
33,1437234912000,49.44892274,8.89909094
34,1437234926000,49.44891601,8.89911025
35,1437234934000,49.44892757,8.89910592
36,1437234943000,49.4489422,8.89913489
37,1437234953000,49.44893533,8.89913735
38,1437234969000,49.449051,8.89979367
39,1437234975000,49.44891033,8.89992111
40,1437234995000,49.44880313,8.90003939
