id,attr_time,attr_lat,attr_lng
1,1436371719000,49.44872211,8.89998765
2,1436371728000,49.44881973,8.90000734
3,1436371737000,49.44893757,8.90002158
4,1436371748000,49.44890099,8.89964785
5,1436371758000,49.4488176,8.89975298
6,1436371769000,49.44899611,8.89973044
7,1436371778000,49.44897065,8.89971591
8,1436371789000,49.44883421,8.89958384
9,1436371799000,49.44895661,8.89960704
10,1436371808000,49.44891777,8.89960003
11,1436371819000,49.44891535,8.89956627
12,1436371829000,49.44889427,8.89954295
13,1436371840000,49.44890072,8.89952671
14,1436371850000,49.44891349,8.89943863
15,1436371860000,49.44892928,8.89935022
16,1436371870000,49.44900816,8.89932235
17,1436371881000,49.44908797,8.89912879
18,1436371891000,49.44903003,8.89903976
19,1436371901000,49.44892801,8.8990402
20,1436371911000,49.44893074,8.89909738
21,1436371922000,49.44889695,8.89885671
22,1436371941000,49.44889807,8.89884334
23,1436371952000,49.44877421,8.89856744
24,1436371962000,49.44879215,8.89855648
25,1436371973000,49.44872303,8.89833526
26,1436371983000,49.44871392,8.89826952
27,1436371993000,49.44875663,8.89829731
28,1436372004000,49.44887901,8.8983383
29,1436372014000,49.44887045,8.8984475
30,1436372024000,49.44898726,8.89840467
31,1436372034000,49.44900078,8.89856262
32,1436372044000,49.44898105,8.89842126
33,1436372055000,49.4490672,8.89843318
34,1436372065000,49.44908024,8.89837103
35,1436372075000,49.44910089,8.89831848
36,1436372085000,49.44914569,8.89828351
37,1436372096000,49.44917826,8.89827592
38,1436372105000,49.44918588,8.89828254
39,1436372115000,49.44919231,8.89827631
40,1436372126000,49.44920262,8.89826647
41,1436372136000,49.44947126,8.89835103
42,1436372146000,49.44946179,8.89827284
43,1436372158000,49.44958606,8.89814008
44,1436372167000,49.44964037,8.89826935
45,1436372178000,49.44961164,8.89817183
46,1436372189000,49.44964242,8.89823044
47,1436372199000,49.44965612,8.89824744
48,1436372220000,49.44966361,8.8982465
49,1436372224000,49.44966298,8.89824493
50,1436372249000,49.4496961,8.89829576
51,1436372252000,49.44973609,8.89834636
52,1436372262000,49.44974897,8.8983632
53,1436372290000,49.44974913,8.89836325
54,1436372294000,49.44974916,8.89836326
55,1436372305000,49.44975271,8.89836679
56,1436372315000,49.44975526,8.89836084
