id,attr_time,attr_light
1,1435990454125,0.0
2,1435990454145,0.0
3,1435990454165,0.0
4,1435990454185,0.0
5,1435990454205,0.0
6,1435990454225,0.0
7,1435990454245,0.0
8,1435990454265,0.0
9,1435990454285,0.0
10,1435990454307,0.0
11,1435990454331,0.0
12,1435990454345,0.0
13,1435990454363,0.0
14,1435990454383,0.0
15,1435990454405,0.0
16,1435990454425,0.0
17,1435990454443,0.0
18,1435990454463,0.0
19,1435990454483,0.0
20,1435990454503,0.0
21,1435990454523,0.0
22,1435990454543,0.0
23,1435990454565,0.0
24,1435990454584,0.0
25,1435990454603,0.0
26,1435990454623,0.0
27,1435990454643,0.0
28,1435990454663,0.0
29,1435990454683,0.0
30,1435990454703,0.0
31,1435990454723,0.0
32,1435990454743,0.0
33,1435990454763,0.0
34,1435990454783,0.0
35,1435990454804,0.0
36,1435990454823,0.0
37,1435990454843,0.0
38,1435990454865,0.0
39,1435990454885,0.0
40,1435990454905,0.0
41,1435990454926,0.0
42,1435990454945,0.0
43,1435990454965,0.0
44,1435990454985,0.0
45,1435990455005,0.0
46,1435990455026,0.0
47,1435990455045,0.0
48,1435990455119,0.0
49,1435990455120,0.0
50,1435990455121,0.0
51,1435990455128,0.0
52,1435990455147,0.0
53,1435990455169,0.0
54,1435990455185,0.0
55,1435990455205,0.0
56,1435990455227,0.0
57,1435990455247,0.0
58,1435990455267,0.0
59,1435990455287,0.0
60,1435990455307,0.0
61,1435990455353,0.0
62,1435990455354,0.0
63,1435990455397,0.0
64,1435990455398,0.0
65,1435990455406,0.0
66,1435990455426,0.0
67,1435990455446,0.0
68,1435990455466,0.0
69,1435990455486,0.0
70,1435990455506,0.0
71,1435990455526,0.0
72,1435990455547,0.0
73,1435990455568,0.0
74,1435990455588,0.0
75,1435990455606,0.0
76,1435990455627,0.0
77,1435990455649,0.0
78,1435990455668,0.0
79,1435990455689,0.0
80,1435990455707,0.0
81,1435990455727,0.0
82,1435990455747,0.0
83,1435990455766,0.0
84,1435990455786,0.0
85,1435990455810,0.0
86,1435990455827,0.0
87,1435990455848,0.0
88,1435990455865,0.0
89,1435990455888,0.0
90,1435990455907,0.0
91,1435990455931,0.0
92,1435990455945,0.0
93,1435990455967,0.0
94,1435990455987,0.0
95,1435990456009,0.0
96,1435990457438,0.0
97,1435990457439,0.0
98,1435990457440,0.0
99,1435990457441,0.0
100,1435990457442,0.0
101,1435990457443,0.0
102,1435990457444,0.0
103,1435990457445,0.0
104,1435990457446,0.0
105,1435990457447,0.0
106,1435990457448,0.0
107,1435990457449,0.0
108,1435990457450,0.0
109,1435990457451,0.0
110,1435990457452,0.0
111,1435990457453,0.0
112,1435990457454,0.0
113,1435990457455,0.0
114,1435990457456,0.0
115,1435990457457,0.0
116,1435990457458,0.0
117,1435990457459,0.0
118,1435990457460,0.0
119,1435990457461,0.0
120,1435990457462,0.0
121,1435990457463,0.0
122,1435990457464,0.0
123,1435990457465,0.0
124,1435990457466,0.0
125,1435990457467,0.0
126,1435990457468,0.0
127,1435990457469,0.0
128,1435990457470,0.0
129,1435990457471,0.0
130,1435990457472,0.0
131,1435990457473,0.0
132,1435990457474,0.0
133,1435990457475,0.0
134,1435990457476,0.0
135,1435990457477,0.0
136,1435990457478,0.0
137,1435990457479,0.0
138,1435990457480,0.0
139,1435990457481,0.0
140,1435990457482,0.0
141,1435990457483,0.0
142,1435990457484,0.0
143,1435990457485,0.0
144,1435990457486,0.0
145,1435990457487,0.0
146,1435990457488,0.0
147,1435990457489,0.0
148,1435990457490,0.0
149,1435990457491,0.0
150,1435990457492,0.0
151,1435990457493,0.0
152,1435990457494,0.0
153,1435990457495,0.0
154,1435990457496,0.0
155,1435990457497,0.0
156,1435990457498,0.0
157,1435990457499,0.0
158,1435990457500,0.0
159,1435990457501,0.0
160,1435990457502,0.0
161,1435990457503,0.0
162,1435990457504,0.0
163,1435990457505,0.0
164,1435990457506,0.0
165,1435990457507,0.0
166,1435990457508,0.0
167,1435990457509,0.0
168,1435990457510,0.0
169,1435990457511,0.0
170,1435990457512,0.0
171,1435990457526,0.0
172,1435990457546,0.0
173,1435990457566,0.0
174,1435990457586,0.0
175,1435990457606,0.0
176,1435990457626,0.0
177,1435990457646,0.0
178,1435990457667,0.0
179,1435990457691,0.0
180,1435990457709,0.0
181,1435990457728,0.0
182,1435990457749,0.0
183,1435990457768,0.0
184,1435990457789,0.0
185,1435990457808,0.0
186,1435990457828,0.0
187,1435990457851,0.0
188,1435990457871,0.0
189,1435990457888,0.0
190,1435990457911,0.0
191,1435990457928,0.0
192,1435990457951,0.0
193,1435990457969,0.0
194,1435990457997,0.0
195,1435990458012,0.0
196,1435990458036,0.0
197,1435990458047,0.0
198,1435990458070,0.0
199,1435990458088,0.0
200,1435990458111,0.0
201,1435990458133,0.0
202,1435990458149,0.0
203,1435990458172,0.0
204,1435990458191,0.0
205,1435990458215,0.0
206,1435990458232,0.0
207,1435990458251,0.0
208,1435990458272,0.0
209,1435990458293,0.0
210,1435990458312,0.0
211,1435990458333,0.0
212,1435990458351,0.0
213,1435990458372,0.0
214,1435990458392,0.0
215,1435990458414,0.0
216,1435990458435,0.0
217,1435990458449,0.0
218,1435990458472,0.0
219,1435990458488,0.0
220,1435990458508,0.0
221,1435990458529,0.0
222,1435990458549,0.0
223,1435990458575,0.0
224,1435990458596,0.0
225,1435990458610,0.0
226,1435990458631,0.0
227,1435990458701,0.0
228,1435990458702,0.0
229,1435990458703,0.0
230,1435990458709,0.0
231,1435990458738,0.0
232,1435990458751,0.0
233,1435990458769,0.0
234,1435990458790,0.0
235,1435990458809,0.0
236,1435990458835,0.0
237,1435990458851,0.0
238,1435990458873,0.0
239,1435990458891,0.0
240,1435990458912,0.0
241,1435990458937,0.0
242,1435990458949,0.0
243,1435990458972,0.0
244,1435990458992,0.0
245,1435990459012,0.0
246,1435990459032,0.0
247,1435990459053,0.0
248,1435990459074,0.0
249,1435990459092,0.0
250,1435990459111,0.0
251,1435990459130,0.0
252,1435990459152,0.0
253,1435990459170,0.0
254,1435990459193,0.0
255,1435990459214,0.0
256,1435990459234,0.0
257,1435990459254,0.0
258,1435990459271,0.0
259,1435990459290,0.0
260,1435990459309,0.0
261,1435990459332,0.0
262,1435990459358,0.0
263,1435990459564,0.0
264,1435990459565,0.0
265,1435990459566,0.0
266,1435990459567,0.0
267,1435990459582,0.0
268,1435990459583,0.0
269,1435990459584,0.0
270,1435990459585,0.0
271,1435990459586,0.0
272,1435990459604,0.0
273,1435990459605,0.0
274,1435990459606,0.0
275,1435990459610,0.0
276,1435990459630,0.0
277,1435990459650,0.0
278,1435990459670,0.0
279,1435990459690,0.0
280,1435990459710,0.0
281,1435990459730,0.0
282,1435990459752,0.0
283,1435990459772,0.0
284,1435990459793,0.0
285,1435990459812,0.0
286,1435990459833,0.0
287,1435990459853,0.0
288,1435990459873,0.0
289,1435990459891,0.0
290,1435990459914,0.0
291,1435990459940,0.0
292,1435990459953,0.0
293,1435990459989,0.0
294,1435990459990,0.0
295,1435990460013,0.0
296,1435990460033,0.0
297,1435990460053,0.0
298,1435990460073,0.0
299,1435990460093,0.0
300,1435990460113,0.0
301,1435990460133,0.0
302,1435990460153,0.0
303,1435990460173,0.0
304,1435990460194,0.0
305,1435990460361,0.0
306,1435990460362,0.0
307,1435990460363,0.0
308,1435990460364,0.0
309,1435990460365,0.0
310,1435990460366,0.0
311,1435990460367,0.0
312,1435990460368,0.0
313,1435990460387,0.0
314,1435990460411,0.0
315,1435990460412,0.0
316,1435990460430,0.0
317,1435990460455,0.0
318,1435990460482,0.0
319,1435990460494,0.0
320,1435990460517,0.0
321,1435990460531,0.0
322,1435990460556,0.0
323,1435990460573,0.0
324,1435990460595,0.0
325,1435990460614,0.0
326,1435990460634,0.0
327,1435990460654,0.0
328,1435990460674,0.0
329,1435990460694,0.0
330,1435990460714,0.0
331,1435990460737,0.0
332,1435990460751,0.0
333,1435990460775,0.0
334,1435990460794,0.0
335,1435990460814,0.0
336,1435990460833,0.0
337,1435990460854,0.0
338,1435990460875,0.0
339,1435990460893,0.0
340,1435990460914,0.0
341,1435990460944,0.0
342,1435990460956,0.0
343,1435990460978,0.0
344,1435990460994,0.0
345,1435990461013,0.0
346,1435990461085,0.0
347,1435990461086,0.0
348,1435990461087,0.0
349,1435990461091,0.0
350,1435990461113,0.0
351,1435990461134,0.0
352,1435990461151,0.0
353,1435990461173,0.0
354,1435990461192,0.0
355,1435990461214,0.0
356,1435990461233,0.0
357,1435990461252,0.0
358,1435990461272,0.0
359,1435990461297,0.0
360,1435990461316,0.0
361,1435990461334,0.0
362,1435990461354,0.0
363,1435990461374,0.0
364,1435990461394,0.0
365,1435990461414,0.0
366,1435990461434,0.0
367,1435990461454,0.0
368,1435990461473,0.0
369,1435990461494,0.0
370,1435990461513,0.0
371,1435990461534,0.0
372,1435990461555,0.0
373,1435990461575,0.0
374,1435990461595,0.0
375,1435990461616,0.0
376,1435990461635,0.0
377,1435990461653,0.0
378,1435990461673,0.0
379,1435990461694,0.0
380,1435990461720,0.0
381,1435990461793,0.0
382,1435990461794,0.0
383,1435990461795,0.0
384,1435990461796,0.0
385,1435990461814,0.0
386,1435990461834,0.0
387,1435990461852,0.0
388,1435990461872,0.0
389,1435990461892,0.0
390,1435990461917,0.0
391,1435990461939,0.0
392,1435990461963,0.0
393,1435990461978,0.0
394,1435990461993,0.0
395,1435990462015,0.0
396,1435990462035,0.0
397,1435990462053,0.0
398,1435990462075,0.0
399,1435990462095,0.0
400,1435990462115,0.0
401,1435990462135,0.0
402,1435990462155,0.0
403,1435990462176,0.0
404,1435990462195,0.0
405,1435990462215,0.0
406,1435990462233,0.0
407,1435990462255,0.0
408,1435990462273,0.0
409,1435990462297,0.0
410,1435990462317,0.0
411,1435990462333,0.0
412,1435990462353,0.0
413,1435990462372,0.0
414,1435990462392,0.0
415,1435990462415,0.0
416,1435990462433,0.0
417,1435990462503,0.0
418,1435990462504,0.0
419,1435990462505,0.0
420,1435990462525,0.0
421,1435990462532,0.0
422,1435990462553,0.0
423,1435990462575,0.0
424,1435990462592,0.0
425,1435990462616,0.0
426,1435990462632,0.0
427,1435990462653,0.0
428,1435990462674,0.0
429,1435990462694,0.0
430,1435990462742,0.0
431,1435990462743,0.0
432,1435990462753,0.0
433,1435990462774,0.0
434,1435990462796,0.0
435,1435990462816,0.0
436,1435990462836,0.0
437,1435990462856,0.0
438,1435990462875,0.0
439,1435990462895,0.0
440,1435990462923,0.0
441,1435990462938,0.0
442,1435990462955,0.0
443,1435990462977,0.0
444,1435990462995,0.0
445,1435990463016,0.0
446,1435990463035,0.0
447,1435990463056,0.0
448,1435990463078,0.0
