id,attr_time,attr_db
1,1437233612922,20.364207302948
2,1437233613367,23.6022732781935
3,1437233613795,21.8518048712944
4,1437233614250,24.1599925221988
5,1437233614724,21.8978805714007
6,1437233615242,31.9373457436144
7,1437233615702,30.4562159162954
8,1437233616199,45.9502577320341
9,1437233616685,48.8972042478007
10,1437233617208,45.6456731427003
11,1437233617669,41.9352284815085
12,1437233618202,59.4810340525424
13,1437233618605,44.7490305197016
14,1437233619788,49.9979637133322
15,1437233620219,49.5255781654787
16,1437233620691,44.9706744927127
17,1437233621188,57.434028079049
18,1437233621671,44.1647927953723
19,1437233622128,39.2919734390196
20,1437233622504,50.2021170605689
21,1437233622930,51.4275228422721
22,1437233623439,64.0390829754667
23,1437233623920,62.1574661377184
24,1437233624436,51.9134220669437
25,1437233624942,51.5856500203972
26,1437233625442,55.5737393189055
27,1437233625918,39.1193375588056
28,1437233626379,62.5885036281435
29,1437233626863,55.9006280881756
30,1437233627364,52.9605092007257
31,1437233627840,49.2738602766178
32,1437233628365,54.8783535586578
33,1437233628864,48.5120741851447
34,1437233629312,47.7857630717249
35,1437233630876,55.8133632732435
36,1437233631299,59.219783294999
37,1437233631770,62.4513201621571
38,1437233632263,58.9542197580146
39,1437233632769,62.5886636017371
40,1437233633246,61.5292467492179
41,1437233633720,63.7616932929622
42,1437233634112,62.4752904261878
43,1437233634568,55.1350268157437
44,1437233635056,60.7834994408275
45,1437233635523,63.4199070036461
46,1437233635994,60.1521538520802
47,1437233636415,40.6604794700716
48,1437233636890,54.092264552347
49,1437233637401,60.6739410785328
50,1437233637855,64.420651953573
51,1437233638337,65.2701608363813
52,1437233638815,59.0346357744688
53,1437233639289,56.766558601062
54,1437233639768,50.3021098749931
55,1437233640251,50.8895403705081
56,1437233640751,55.5681103787736
57,1437233641253,49.0779906070279
58,1437233641753,60.7825701878584
59,1437233642260,61.3490134438421
60,1437233642740,48.646774870387
61,1437233643227,57.6982781901688
62,1437233643761,36.8972556781853
63,1437233645243,49.6570844806142
64,1437233645645,69.4425867767436
65,1437233646081,70.6536835486234
66,1437233646548,55.733291935964
67,1437233647040,52.3948768653135
68,1437233647524,58.3712666980436
69,1437233648004,54.6822253801438
70,1437233648508,49.3037707439551
