id,attr_time,attr_lat,attr_lng
1,1438343228000,49.44976189,8.89792072
2,1438343234000,49.44976561,8.89778455
3,1438343267000,49.44977088,8.89805671
4,1438343279000,49.44978277,8.89811061
5,1438343385000,49.44978032,8.8981167
6,1438343397000,49.44977276,8.8981111
7,1438343407000,49.44976882,8.89811263
8,1438343425000,49.44973716,8.89812479
9,1438343430000,49.44972419,8.89811267
10,1438343453000,49.44913275,8.89868842
11,1438343503000,49.44906733,8.89874471
12,1438343510000,49.44906202,8.89875657
13,1438343523000,49.44895541,8.89916065
14,1438343530000,49.44896426,8.89935602
15,1438343545000,49.44895103,8.89967419
16,1438343551000,49.44895067,8.89971023
17,1438343562000,49.449033,8.8999241
18,1438343588000,49.44897991,8.90011599
19,1438343594000,49.44901626,8.90015517
20,1438343607000,49.44900174,8.90035364
21,1438343624000,49.44901141,8.90020642
22,1438343630000,49.44901117,8.90020536
23,1438343684000,49.44885045,8.90036171
24,1438343732000,49.44877762,8.9007803
