id,attr_time,attr_x,attr_y,attr_z
1,1437233612926,36.099,-17.276,-24.642
2,1437233612950,36.099,-17.276,-24.642
3,1437233613007,36.099,-17.276,-24.642
4,1437233613008,36.099,-17.276,-24.642
5,1437233613009,36.099,-17.276,-24.642
6,1437233613027,36.099,-17.276,-24.642
7,1437233613045,36.099,-17.276,-24.642
8,1437233613065,36.099,-17.276,-24.642
9,1437233613085,36.099,-17.276,-24.642
10,1437233613105,36.099,-17.276,-24.642
11,1437233613125,36.099,-17.276,-24.642
12,1437233613148,36.099,-17.276,-24.642
13,1437233613167,36.099,-17.276,-24.642
14,1437233613186,36.099,-17.276,-24.642
15,1437233613205,36.099,-17.276,-24.642
16,1437233613226,36.099,-17.276,-24.642
17,1437233613245,36.099,-17.276,-24.642
18,1437233613265,36.099,-17.276,-24.642
19,1437233613285,36.099,-17.276,-24.642
20,1437233613305,36.099,-17.276,-24.642
21,1437233613326,36.099,-17.276,-24.642
22,1437233613346,36.099,-17.276,-24.642
23,1437233613366,36.099,-17.276,-24.642
24,1437233613387,36.099,-17.276,-24.642
25,1437233613406,36.099,-17.276,-24.642
26,1437233613428,36.41,-17.276,-24.642
27,1437233613448,36.41,-17.276,-24.642
28,1437233613465,36.41,-17.276,-24.642
29,1437233613485,36.41,-17.276,-24.642
30,1437233613505,36.41,-17.276,-24.642
31,1437233613527,36.41,-17.276,-24.642
32,1437233613548,36.41,-17.276,-24.642
33,1437233613567,36.41,-17.276,-24.642
34,1437233613588,36.41,-17.276,-24.642
35,1437233613605,36.41,-17.276,-24.642
36,1437233613625,36.41,-17.276,-24.642
37,1437233613645,36.41,-17.276,-24.642
38,1437233613666,36.41,-17.276,-24.642
39,1437233613690,36.41,-17.276,-24.642
40,1437233613748,36.41,-17.276,-24.642
41,1437233613752,36.41,-17.276,-24.642
42,1437233613753,36.41,-17.276,-24.642
43,1437233613768,36.41,-17.276,-24.642
44,1437233613787,36.41,-17.276,-24.642
45,1437233613810,36.41,-17.276,-24.642
46,1437233613825,36.41,-17.276,-24.642
47,1437233613845,36.41,-17.276,-24.642
48,1437233613867,36.41,-17.276,-24.328
49,1437233613887,36.41,-17.276,-24.328
50,1437233613907,36.41,-17.276,-24.328
51,1437233613926,36.41,-17.276,-24.328
52,1437233613952,36.41,-17.276,-24.328
53,1437233613969,36.41,-17.276,-24.328
54,1437233613989,36.41,-17.276,-24.328
55,1437233614006,36.41,-17.276,-24.328
56,1437233614028,36.41,-17.276,-24.328
57,1437233614061,36.41,-17.276,-24.328
58,1437233614066,36.41,-17.276,-24.328
59,1437233614100,36.41,-17.276,-23.941
60,1437233614105,36.41,-17.276,-23.941
61,1437233614126,36.41,-17.276,-23.941
62,1437233614146,36.41,-17.276,-23.576
63,1437233614166,36.41,-17.276,-23.576
64,1437233614186,36.41,-17.597,-23.265
65,1437233614206,36.41,-17.597,-23.265
66,1437233614226,36.41,-17.597,-22.897
67,1437233614246,36.41,-17.597,-22.573
68,1437233614268,36.41,-17.993,-22.166
69,1437233614288,36.41,-17.993,-21.636
70,1437233614308,36.41,-17.993,-21.636
71,1437233614332,36.41,-18.46,-21.179
72,1437233614346,36.41,-18.46,-21.179
73,1437233614366,36.41,-18.847,-20.648
74,1437233614387,36.41,-19.403,-20.648
75,1437233614406,36.41,-19.88,-20.648
76,1437233614426,36.41,-20.497,-20.648
77,1437233614460,36.41,-20.904,-20.648
78,1437233614471,36.41,-21.473,-20.648
79,1437233614488,36.41,-22.03,-20.187
80,1437233614506,36.41,-22.676,-20.187
81,1437233614528,36.41,-23.382,-19.783
82,1437233614546,36.41,-24.252,-19.783
83,1437233614566,36.019,-24.252,-19.783
84,1437233614598,35.438,-25.094,-19.406
85,1437233614617,34.703,-25.668,-19.406
86,1437233614626,33.955,-26.145,-19.406
87,1437233614647,33.653,-26.919,-19.001
88,1437233614666,33.653,-27.464,-19.001
89,1437233614686,33.341,-27.464,-19.001
90,1437233614705,33.341,-27.464,-19.001
91,1437233614725,32.795,-27.816,-19.001
92,1437233614745,32.795,-27.816,-18.646
93,1437233614765,32.795,-27.816,-18.646
94,1437233614790,32.795,-27.816,-18.646
95,1437233614810,33.103,-27.816,-18.646
96,1437233614828,33.103,-27.816,-18.646
97,1437233614847,33.103,-27.816,-18.646
98,1437233614867,33.103,-27.816,-18.646
99,1437233614891,32.685,-27.507,-18.646
100,1437233614911,32.685,-27.507,-18.646
101,1437233614928,32.685,-27.507,-18.646
102,1437233614950,32.685,-27.507,-18.646
103,1437233614971,32.685,-27.833,-18.646
104,1437233614990,32.685,-27.833,-18.646
105,1437233615010,32.685,-27.833,-18.646
106,1437233615027,32.685,-26.487,-18.646
107,1437233615050,33.087,-25.271,-18.646
108,1437233615071,33.421,-24.43,-18.646
