id,attr_time,attr_lat,attr_lng
1,1436986569000,49.44979292,8.89844711
2,1436986579000,49.44979594,8.898448
3,1436986604000,49.44980166,8.89845114
4,1436986607000,49.44979805,8.89845276
5,1436986618000,49.44976989,8.89838212
6,1436986649000,49.45040031,8.898614
7,1436986657000,49.45046302,8.8986929
8,1436986666000,49.44997941,8.89870612
9,1436986685000,49.44971566,8.89841374
10,1436986694000,49.44961379,8.89833198
11,1436986705000,49.44951108,8.89826995
12,1436986715000,49.44944598,8.89829919
13,1436986725000,49.44940173,8.89831187
14,1436986735000,49.44930548,8.89831857
15,1436986745000,49.4491374,8.8983354
16,1436986756000,49.44904817,8.89839159
17,1436986768000,49.44902667,8.89847184
18,1436986776000,49.4492151,8.89870702
19,1436986788000,49.44904907,8.8986205
20,1436986797000,49.44893908,8.89849179
21,1436986807000,49.4487746,8.89830494
22,1436986818000,49.44879143,8.89828389
23,1436986828000,49.44880608,8.89838707
24,1436986838000,49.44881509,8.89848525
25,1436986848000,49.44883234,8.89854904
26,1436986859000,49.44889332,8.89875754
27,1436986868000,49.44901388,8.89891763
28,1436986880000,49.44903483,8.89898304
29,1436986888000,49.44903943,8.89900436
30,1436986899000,49.44903644,8.89904005
31,1436986911000,49.44900354,8.89905005
32,1436986920000,49.44898814,8.89909539
33,1436986930000,49.44898317,8.89913728
34,1436986941000,49.44896813,8.89926572
35,1436986951000,49.4489635,8.89930862
36,1436986961000,49.44896588,8.8993212
37,1436986972000,49.44896697,8.89932719
38,1436986983000,49.44896447,8.89934027
39,1436986993000,49.44896231,8.89934766
40,1436987002000,49.44895948,8.89934465
