id,attr_time,attr_lat,attr_lng
1,1436170476000,49.44990639,8.89816252
2,1436170503000,49.450026,8.89840636
3,1436170514000,49.44996184,8.8984104
4,1436170562000,49.44992842,8.89839599
5,1436170573000,49.44991218,8.89842945
6,1436170592000,49.44954147,8.89827865
7,1436170604000,49.44985252,8.89855491
8,1436170614000,49.44977732,8.89851201
9,1436170625000,49.4494946,8.89819861
10,1436170635000,49.44937856,8.89833537
11,1436170647000,49.44928545,8.8983489
12,1436170657000,49.44926693,8.89832446
13,1436170669000,49.44925186,8.89831983
14,1436170678000,49.44922283,8.89834451
15,1436170702000,49.44874251,8.89853513
16,1436170709000,49.44870997,8.89852767
17,1436170715000,49.44869595,8.8985034
18,1436170726000,49.44870831,8.89851507
19,1436170739000,49.44871075,8.8985637
20,1436170748000,49.44880459,8.89867389
21,1436170760000,49.44860719,8.89920941
22,1436170769000,49.44865843,8.89940275
23,1436170781000,49.44909282,8.89933001
24,1436170791000,49.44924694,8.89946974
25,1436170811000,49.44907127,8.89940498
26,1436170822000,49.44893694,8.89982872
27,1436170833000,49.44883868,8.89959827
28,1436170845000,49.44894922,8.89948033
29,1436170855000,49.44914084,8.899025
30,1436170867000,49.44902347,8.89983933
31,1436170875000,49.44915966,8.89971504
32,1436170889000,49.44908223,8.89997979
33,1436170896000,49.44906557,8.89998766
34,1436170909000,49.44903807,8.899776
35,1436170916000,49.44900096,8.89987094
36,1436170932000,49.44899277,8.89993487
37,1436170938000,49.44899281,8.89993589
38,1436170953000,49.44895706,8.89994433
