id,attr_time,attr_lat,attr_lng
1,1435996977000,49.44977767,8.89838283
2,1435997019000,49.44978445,8.89840081
3,1435997023000,49.44978781,8.89841829
4,1435997090000,49.44979793,8.89842409
5,1435997096000,49.44979804,8.89842311
6,1435997106000,49.44979194,8.89840813
7,1435997117000,49.44978423,8.89840671
8,1435997124000,49.44977056,8.898405
9,1435997135000,49.44973189,8.89838413
10,1435997146000,49.44970859,8.89836847
11,1435997157000,49.44913322,8.89833216
12,1435997169000,49.4488768,8.89841907
13,1435997228000,49.44907772,8.89843261
14,1435997234000,49.44907903,8.89842767
15,1435997245000,49.44902233,8.89844018
16,1435997255000,49.44895377,8.89847096
17,1435997264000,49.44893717,8.89847649
18,1435997275000,49.44892997,8.89847183
19,1435997285000,49.44891427,8.89855537
20,1435997295000,49.44890808,8.89867354
21,1435997306000,49.44891089,8.8987183
22,1435997330000,49.44893359,8.89871482
23,1435997335000,49.44893394,8.89871712
24,1435997347000,49.448944,8.89872003
25,1435997355000,49.44895119,8.89872386
26,1435997380000,49.44894982,8.89876875
27,1435997420000,49.44895049,8.89877155
28,1435997426000,49.44895021,8.89877317
