id,attr_time,attr_db
1,1435996968380,22.8542835745572
2,1435996969021,22.5306038458865
3,1435996969639,25.4850046787155
4,1435996970300,24.7752005702007
5,1435996970952,23.9740202587336
6,1435996971590,24.3799825159344
7,1435996972256,22.2017804162157
8,1435996972893,21.9880512780332
9,1435996973559,24.6068080938792
10,1435996974187,33.7940632715785
11,1435996974800,39.4033929026764
12,1435996975440,33.4982717467366
13,1435996976090,36.9930437833848
14,1435996976727,41.7030541204819
15,1435996977370,68.1121255237433
16,1435996978020,46.1324612050484
17,1435996978677,42.7810834892108
18,1435996979308,33.0517622102521
19,1435996979966,34.0630617983993
20,1435996980593,47.0714444761534
21,1435996981240,48.7083994662027
22,1435996981922,60.5504107434046
23,1435996982580,54.2540015009014
24,1435996983240,63.4453475975514
25,1435996983897,58.9508653817442
26,1435996984569,58.1263835233308
27,1435996985181,44.3870334247374
28,1435996985823,49.7845248184246
29,1435996986486,61.1184425601936
30,1435996987110,55.231161912221
31,1435996988521,47.8691068659247
32,1435996989156,48.5709379740213
33,1435996989793,52.0074946954818
34,1435996990435,41.4983025531297
35,1435996991095,62.7224269604634
36,1435996991722,57.7187962105681
37,1435996992362,49.8463393064757
38,1435996992976,52.6199662277604
39,1435996993545,51.5238313474739
40,1435996994185,47.5975428025482
41,1435996994820,47.0114270671869
42,1435996995447,50.0006866287165
43,1435996996198,41.1065179303431
44,1435996996922,39.161914063629
45,1435996997607,39.417319949209
46,1435996998322,64.0021595116959
47,1435996998907,58.7459303580228
48,1435996999563,60.6566671785686
49,1435997000303,51.2027137888431
50,1435997001018,48.8446460559768
51,1435997001768,45.5727735321692
52,1435997002544,49.1878607407669
53,1435997003283,41.8934113088274
54,1435997004013,39.7704091570269
55,1435997004753,59.5902490183666
56,1435997005451,34.8323665827714
57,1435997006946,46.4713288464402
58,1435997007620,56.8902074458255
59,1435997008399,45.7883433909697
60,1435997009117,42.621190337178
61,1435997009831,57.8602426731214
62,1435997010607,49.7446006745537
63,1435997011414,35.6906978097148
64,1435997012094,36.4386376690671
65,1435997012798,44.6842959404828
66,1435997013514,43.6681074651749
67,1435997014188,41.3334701056112
68,1435997014908,35.6011729296837
69,1435997015689,46.5072328376806
70,1435997016290,37.7875782111686
71,1435997017022,39.9140498028385
72,1435997017809,49.2117904604227
73,1435997018617,63.6478981248879
74,1435997019338,52.3126664945542
75,1435997020066,45.0584218272131
76,1435997020807,44.0754939707797
77,1435997021486,35.5171246312183
78,1435997022165,35.9915538568736
79,1435997022932,33.89291306542
80,1435997023666,43.6574145670503
81,1435997024377,35.1698128810284
82,1435997025108,52.8390242042263
83,1435997025769,48.392739219819
84,1435997026365,48.7045110227371
85,1435997027030,50.9891162565632
86,1435997029022,34.7648232281343
87,1435997029666,28.5628353625213
88,1435997030417,52.0508177716364
89,1435997031152,38.0755230182968
90,1435997031878,41.6932818153896
91,1435997032613,53.3020032447565
92,1435997033380,42.9499580764691
93,1435997034105,42.8040094302819
94,1435997034820,35.4430171444935
95,1435997035573,42.8790472759015
96,1435997036308,42.9719549517313
97,1435997037032,34.3294975593339
98,1435997037794,59.5671077558321
99,1435997038562,47.3325706378722
100,1435997039304,42.5643376110156
101,1435997040041,41.9747479691193
102,1435997040759,41.1103878777255
103,1435997042366,40.8533684092011
104,1435997043077,59.953374864057
105,1435997043805,48.2342312234249
106,1435997044414,40.8747242919303
107,1435997045096,29.8155395132457
