id,attr_time,attr_x,attr_y,attr_z
1,1435996968026,-42.425,-15.185,-19.621
2,1435996968046,-42.425,-15.185,-19.621
3,1435996968066,-42.425,-15.185,-19.621
4,1435996968086,-42.045,-15.185,-19.621
5,1435996968107,-42.045,-15.185,-19.621
6,1435996968129,-42.045,-15.185,-19.621
7,1435996968149,-42.045,-15.185,-19.621
8,1435996968167,-42.045,-15.185,-19.621
9,1435996968189,-42.045,-15.185,-19.621
10,1435996968209,-42.045,-15.185,-19.621
11,1435996968229,-42.045,-15.185,-19.621
12,1435996968249,-42.045,-15.185,-19.621
13,1435996968269,-42.045,-15.185,-19.621
14,1435996968289,-42.045,-15.185,-19.621
15,1435996968308,-42.045,-15.185,-19.621
16,1435996968327,-42.045,-15.185,-19.621
17,1435996968383,-42.356,-15.185,-19.621
18,1435996968384,-42.356,-15.185,-19.621
19,1435996968388,-42.356,-15.185,-19.621
20,1435996968408,-42.356,-15.185,-19.621
21,1435996968426,-42.356,-15.185,-19.621
22,1435996968448,-42.356,-15.185,-19.621
23,1435996968466,-42.356,-15.185,-19.621
24,1435996968487,-42.356,-15.185,-19.621
25,1435996968506,-42.356,-15.185,-19.621
26,1435996968526,-42.356,-15.185,-19.621
27,1435996968547,-42.356,-15.185,-19.621
28,1435996968566,-42.356,-15.185,-19.621
29,1435996968587,-42.356,-15.185,-19.621
30,1435996968609,-42.356,-15.185,-19.621
31,1435996968629,-42.356,-15.185,-19.621
32,1435996968649,-42.356,-15.185,-19.621
33,1435996968668,-42.356,-15.185,-19.621
34,1435996968688,-42.356,-15.185,-19.621
35,1435996968709,-42.356,-15.185,-19.621
36,1435996968730,-42.356,-15.185,-19.621
37,1435996968749,-42.356,-15.185,-19.621
38,1435996968808,-42.356,-15.185,-19.621
39,1435996968809,-42.356,-15.185,-19.621
40,1435996968810,-42.356,-15.185,-19.621
41,1435996968829,-42.356,-15.185,-19.319
42,1435996968849,-42.356,-15.185,-19.319
43,1435996968872,-42.356,-15.185,-19.319
44,1435996968889,-42.356,-15.185,-19.319
45,1435996968908,-42.356,-15.185,-19.319
46,1435996968928,-42.356,-15.185,-19.319
47,1435996968949,-42.356,-15.185,-19.319
48,1435996968969,-42.356,-15.185,-19.319
49,1435996969025,-42.356,-15.185,-19.319
50,1435996969026,-42.356,-15.185,-19.319
51,1435996969028,-42.356,-15.185,-19.319
52,1435996969046,-42.356,-15.185,-19.319
53,1435996969066,-42.356,-15.185,-19.319
54,1435996969086,-42.663,-15.185,-19.319
55,1435996969106,-42.663,-15.185,-19.319
56,1435996969127,-42.663,-15.185,-19.319
57,1435996969150,-42.663,-15.185,-19.319
58,1435996969170,-42.663,-15.185,-19.319
59,1435996969187,-42.663,-15.185,-19.319
60,1435996969210,-42.663,-15.185,-19.319
61,1435996969228,-42.663,-15.185,-19.319
62,1435996969250,-42.663,-15.185,-19.319
63,1435996969270,-42.663,-15.185,-19.319
64,1435996969289,-42.341,-15.185,-19.319
65,1435996969310,-42.341,-15.185,-19.319
66,1435996969329,-42.341,-15.185,-19.319
67,1435996969350,-42.341,-15.185,-19.319
68,1435996969370,-42.341,-15.185,-19.319
69,1435996969389,-42.341,-15.185,-19.319
70,1435996969408,-42.341,-15.185,-19.319
71,1435996969428,-42.341,-15.185,-19.319
72,1435996969453,-42.341,-15.185,-19.319
73,1435996969474,-42.341,-15.185,-19.319
74,1435996969500,-42.341,-15.185,-19.319
75,1435996969511,-42.341,-15.185,-19.319
76,1435996969527,-42.341,-15.185,-19.319
77,1435996969547,-42.341,-15.185,-19.319
78,1435996969568,-42.341,-15.185,-19.319
79,1435996969596,-42.341,-15.185,-19.319
80,1435996969654,-42.341,-15.185,-19.319
81,1435996969655,-42.341,-15.185,-19.319
82,1435996969656,-42.341,-15.185,-19.319
83,1435996969673,-42.341,-15.185,-19.319
84,1435996969689,-42.341,-15.185,-19.319
85,1435996969707,-42.341,-15.185,-19.319
86,1435996969728,-42.341,-15.185,-19.319
87,1435996969748,-42.341,-15.185,-19.319
88,1435996969769,-42.341,-15.185,-19.319
89,1435996969787,-42.341,-15.185,-19.319
90,1435996969833,-42.341,-15.185,-19.319
91,1435996969834,-42.341,-15.185,-19.319
92,1435996969858,-42.341,-15.185,-19.319
93,1435996969868,-42.341,-15.185,-19.319
94,1435996969887,-42.341,-15.185,-19.319
95,1435996969918,-42.341,-15.185,-19.674
96,1435996969927,-42.341,-15.185,-19.674
97,1435996969947,-42.341,-15.185,-19.674
98,1435996969966,-42.341,-15.185,-19.674
99,1435996969987,-42.341,-15.185,-19.674
100,1435996970007,-42.341,-15.185,-19.674
101,1435996970032,-42.341,-15.185,-19.674
102,1435996970051,-42.341,-15.185,-19.674
103,1435996970072,-42.341,-15.185,-19.674
104,1435996970101,-42.341,-15.185,-19.674
105,1435996970110,-42.341,-15.185,-19.674
106,1435996970130,-42.341,-15.185,-19.674
107,1435996970147,-42.341,-15.185,-19.985
108,1435996970172,-42.341,-15.185,-19.985
109,1435996970189,-42.341,-15.185,-19.985
