id,attr_time,attr_lat,attr_lng
1,1436890976000,49.44872457,8.90027638
2,1436891007000,49.44873009,8.90024913
3,1436891025000,49.44874898,8.90017312
4,1436891036000,49.44874945,8.90017495
5,1436891046000,49.44875027,8.90017555
6,1436891074000,49.44874815,8.90015879
7,1436891087000,49.44893875,8.8994794
8,1436891096000,49.44891877,8.89925956
9,1436891105000,49.44898327,8.89926605
10,1436891116000,49.44900267,8.89926495
11,1436891126000,49.44904057,8.89924541
12,1436891135000,49.44900339,8.89925704
13,1436891148000,49.44900198,8.89925755
14,1436891168000,49.44897971,8.89926132
15,1436891179000,49.4489685,8.89926804
16,1436891188000,49.44895145,8.89927018
17,1436891197000,49.44893756,8.89925863
18,1436891208000,49.44895445,8.89921569
19,1436891218000,49.44894605,8.89916564
20,1436891229000,49.44892828,8.89912837
21,1436891238000,49.44890771,8.89912381
22,1436891249000,49.44885844,8.89914338
23,1436891261000,49.44885829,8.89914294
24,1436891270000,49.44885421,8.89909434
25,1436891280000,49.44884796,8.89909136
26,1436891291000,49.44884576,8.89904886
27,1436891301000,49.44884313,8.89904617
28,1436891312000,49.44884264,8.89903598
29,1436891321000,49.44884251,8.89904152
30,1436891348000,49.44883789,8.89903685
31,1436891368000,49.44902641,8.89843097
32,1436891379000,49.44915083,8.89840777
33,1436891389000,49.44915864,8.89843214
34,1436891398000,49.44937859,8.89837926
35,1436891409000,49.44946116,8.8983176
36,1436891421000,49.4495847,8.89843015
37,1436891430000,49.44996546,8.89829593
38,1436891442000,49.44997168,8.89834066
39,1436891452000,49.45003648,8.89825987
40,1436891462000,49.45019014,8.89819856
41,1436891536000,49.45000434,8.89813713
42,1436891540000,49.45002881,8.89823683
43,1436891554000,49.44983708,8.89827215
44,1436891596000,49.44982781,8.89812086
45,1436891605000,49.44977472,8.89828216
