id,attr_time,attr_lat,attr_lng
1,1436891001000,49.44874187,8.90018378
2,1436891035000,49.44874905,8.90015769
3,1436891045000,49.44874978,8.90015546
4,1436891074000,49.44875928,8.90012349
5,1436891101000,49.44876221,8.90011322
6,1436891112000,49.44877305,8.90007444
7,1436891123000,49.44877784,8.90005936
8,1436891134000,49.44879451,8.90000229
9,1436891143000,49.4488263,8.89987125
10,1436891164000,49.44884136,8.89981036
11,1436891178000,49.44884205,8.89980826
12,1436891186000,49.44886048,8.89975757
13,1436891197000,49.4488675,8.89973822
14,1436891207000,49.44887239,8.89972461
15,1436891217000,49.44887699,8.89971173
16,1436891227000,49.44887901,8.89970574
17,1436891237000,49.44888005,8.89970279
18,1436891247000,49.44888111,8.89969742
19,1436891258000,49.44888086,8.8996926
20,1436891275000,49.44888147,8.89969104
21,1436891281000,49.44888161,8.89969069
22,1436891303000,49.44888259,8.89968677
23,1436891309000,49.44888256,8.89968668
24,1436891330000,49.44888373,8.89968324
25,1436891341000,49.44888438,8.89968143
26,1436891347000,49.44877965,8.89930473
27,1436891371000,49.44908923,8.89831106
28,1436891383000,49.44921391,8.89848993
29,1436891394000,49.44950172,8.89845003
30,1436891403000,49.44954265,8.89841078
31,1436891422000,49.44956265,8.89840964
32,1436891453000,49.44958713,8.89841698
33,1436891535000,49.44959951,8.89841124
34,1436891538000,49.44960032,8.89841169
35,1436891551000,49.44960846,8.89841712
36,1436891603000,49.4496191,8.89842212
