id,attr_time,attr_lat,attr_lng
1,1436963044000,49.44879889,8.89995186
2,1436963047000,49.44879891,8.89995195
3,1436963060000,49.4488012,8.89993435
4,1436963071000,49.44880244,8.89990968
5,1436963080000,49.44880351,8.89990471
6,1436963090000,49.44880572,8.89988728
7,1436963114000,49.4488058,8.89988687
8,1436963124000,49.44880857,8.89988764
9,1436963134000,49.44881022,8.89988205
10,1436963144000,49.44881135,8.89987954
11,1436963155000,49.44881374,8.89985117
12,1436963165000,49.44882209,8.89982859
13,1436963174000,49.44885589,8.89930464
14,1436963186000,49.44894488,8.89913058
15,1436963196000,49.44905027,8.89901859
16,1436963215000,49.44884622,8.8988561
17,1436963225000,49.44889537,8.89880572
18,1436963237000,49.44886227,8.8986028
19,1436963247000,49.44887914,8.89868672
20,1436963257000,49.44869469,8.89870452
21,1436963266000,49.44873723,8.89851936
22,1436963276000,49.44868745,8.89827641
23,1436963288000,49.44898768,8.89851771
24,1436963299000,49.44896598,8.89856489
25,1436963308000,49.44892423,8.89851399
26,1436963320000,49.44889618,8.89853485
27,1436963328000,49.4489096,8.89844608
28,1436963340000,49.44902563,8.89830705
29,1436963349000,49.44913818,8.89819029
30,1436963360000,49.44921126,8.89817585
31,1436963372000,49.44917448,8.89828849
32,1436963378000,49.44936455,8.8981783
33,1436963390000,49.44945341,8.89806191
34,1436963400000,49.44942801,8.89840625
35,1436963410000,49.44938506,8.89825288
36,1436963420000,49.44942091,8.89826309
37,1436963430000,49.44936508,8.89848558
38,1436963441000,49.44941698,8.89836447
39,1436963451000,49.44965643,8.89840138
40,1436963461000,49.44971153,8.89833747
41,1436963483000,49.45001233,8.89857053
42,1436963502000,49.45012659,8.89876667
43,1436963506000,49.45002663,8.89859168
44,1436963531000,49.44985831,8.89830673
45,1436963542714,49.44992566,8.89799299
46,1436963573000,49.44982781,8.89817155
47,1436963577000,49.4498444,8.89815173
