id,attr_time,attr_lat,attr_lng
1,1436963049000,49.44874975,8.90015866
2,1436963060000,49.44874791,8.90012506
3,1436963070000,49.44874414,8.90008239
4,1436963081000,49.44875164,8.90010889
5,1436963091000,49.44875137,8.90010906
6,1436963104000,49.4487236,8.89962925
7,1436963121000,49.44890037,8.89954367
8,1436963132000,49.44879231,8.8993275
9,1436963141000,49.44878445,8.8993651
10,1436963151000,49.44884476,8.89936325
11,1436963161000,49.44892976,8.89930238
12,1436963173000,49.44891278,8.8993088
13,1436963192000,49.44891598,8.89932039
14,1436963203000,49.44893219,8.89921703
15,1436963213000,49.44893951,8.89920021
16,1436963223000,49.4489331,8.8991857
17,1436963233000,49.4489147,8.89917141
18,1436963244000,49.44889082,8.89916888
19,1436963253000,49.44886908,8.89913791
20,1436963264000,49.44884812,8.89909533
21,1436963274000,49.44860528,8.89845449
22,1436963285000,49.44862708,8.89827418
23,1436963296000,49.4487084,8.89836622
24,1436963306000,49.44881448,8.89856025
25,1436963318000,49.44898642,8.89855528
26,1436963330000,49.44906947,8.89804922
27,1436963336000,49.44904093,8.8983677
28,1436963348000,49.44898336,8.89831177
29,1436963358000,49.44909189,8.89835914
30,1436963366000,49.449119,8.89839419
31,1436963377000,49.44918235,8.89828008
32,1436963387000,49.44924021,8.8983349
33,1436963397000,49.44928158,8.89838469
34,1436963407000,49.44922728,8.89842785
35,1436963417000,49.44932575,8.89842255
36,1436963428000,49.44933104,8.89857649
37,1436963438000,49.44964568,8.89836566
38,1436963452000,49.44980224,8.89808038
39,1436963458000,49.44974953,8.89839771
40,1436963480000,49.44980097,8.89822387
41,1436963509000,49.44980557,8.89869916
42,1436963532000,49.44982154,8.8985473
43,1436963544000,49.4498251,8.89849986
44,1436963572000,49.44982539,8.89848141
45,1436963576000,49.44982638,8.89847336
