id,attr_time,attr_db
1,1436967792718,27.1706557213254
2,1436967793398,31.6464629474225
3,1436967794116,28.012612516457
4,1436967794823,25.5398703306292
5,1436967795469,43.7558174862807
6,1436967796229,55.1092737703523
7,1436967796948,39.0571144330471
8,1436967797672,35.0957447231983
9,1436967798348,48.6137655381634
10,1436967799017,26.5512113047254
11,1436967799737,42.1203833766629
12,1436967800465,32.2270689435109
13,1436967801180,27.2086143085164
14,1436967801972,59.7365831531043
15,1436967802737,61.1820776300452
16,1436967803421,46.0099103038426
17,1436967804152,69.847131154214
18,1436967804874,71.5416924687777
19,1436967805596,37.9888631506787
20,1436967806334,38.1279469158379
21,1436967807059,56.5716956572062
22,1436967807786,42.5901297846759
23,1436967808502,35.9666746049057
24,1436967809190,45.1237653700702
25,1436967809993,63.8947817941943
26,1436967810690,63.9037078806162
27,1436967812187,59.8293990988268
28,1436967812887,34.6339291270986
29,1436967813648,55.9628059886029
30,1436967814366,44.1385474716828
31,1436967815101,44.8830517247733
32,1436967815780,51.4508679849334
33,1436967816504,62.1662855606354
34,1436967817223,55.456107025678
35,1436967817968,41.4769642151615
36,1436967818673,44.2438172862538
37,1436967819287,40.8170453966305
38,1436967820010,37.3857118257462
39,1436967820764,40.3618759801606
40,1436967821499,43.9058686097797
41,1436967822217,46.474636135952
42,1436967822933,49.2811407391604
43,1436967823653,45.4261434362345
44,1436967824363,47.4856472546043
45,1436967825151,52.9991762298198
46,1436967825878,60.145146237421
47,1436967826608,65.8222663340991
48,1436967827300,60.0914781008481
49,1436967828955,43.0597950128124
50,1436967829630,43.5073227216025
51,1436967830347,45.0834355421028
52,1436967831068,71.0905300334095
53,1436967831791,63.7716570200956
54,1436967832526,75.0451104336346
55,1436967833214,60.0976640166236
56,1436967833891,59.7999055337752
57,1436967834608,42.7326801489844
58,1436967835331,63.1969600966461
59,1436967836038,56.6431181484315
60,1436967836765,62.3372316868214
61,1436967837470,55.5033321853056
62,1436967838204,52.0752793353029
63,1436967838927,50.7198551124836
64,1436967839645,49.235729915014
65,1436967840293,50.8715968963621
66,1436967841012,56.538411296648
67,1436967841748,59.8453970812462
68,1436967842480,46.5791512555193
69,1436967843226,55.927371793833
70,1436967843980,39.2394792367772
71,1436967844710,41.535959167301
72,1436967845438,42.0464196578652
73,1436967846152,38.5705180794087
74,1436967846885,59.3314294365926
75,1436967847595,48.341464554815
76,1436967848242,61.9897992236844
77,1436967848932,48.4177189135103
78,1436967849666,49.9913821811856
79,1436967850366,39.5923413289841
80,1436967851044,62.259475242076
81,1436967851787,54.9459192915881
82,1436967852530,58.4551340150583
83,1436967853267,54.9330210172207
84,1436967854019,49.5803524933054
85,1436967854749,55.0446766959693
86,1436967855472,60.4274013095476
87,1436967856136,55.4432040411602
88,1436967856824,42.1122121189447
89,1436967857559,39.694875305403
90,1436967858276,65.4303853433856
91,1436967858941,64.3224812306859
92,1436967859667,59.2217414099237
93,1436967860378,48.2553826069528
94,1436967861088,38.5353965752361
95,1436967861823,50.7595129927937
96,1436967862581,49.0357883900979
97,1436967863308,70.5566196022421
98,1436967863991,66.0911720381526
99,1436967864662,61.0491442083314
100,1436967865363,74.5414442053636
101,1436967866119,46.3025925456037
102,1436967866854,45.242946643199
103,1436967867605,44.700741828657
104,1436967868319,41.8074477380236
105,1436967869024,66.4071862057657
106,1436967869728,44.5801418755054
107,1436967870436,65.0740997659218
108,1436967871169,49.7384552620482
109,1436967871920,47.7792357060123
110,1436967872655,51.1671921661946
111,1436967873375,58.9414807252298
112,1436967874087,38.8470229621571
113,1436967874806,36.1903104405024
114,1436967875544,45.3000374198968
115,1436967876273,34.6706777760674
116,1436967877016,40.9095597089338
117,1436967877746,40.4735215078799
118,1436967878433,47.9503956902275
119,1436967879147,33.3968703324185
120,1436967879828,59.4537728853091
121,1436967880540,58.717153276479
122,1436967881258,48.0663603778888
123,1436967881981,57.6457355284831
124,1436967882719,47.0108367345453
125,1436967883438,62.914938176358
126,1436967884155,47.0172509965463
127,1436967884883,40.8405730995088
128,1436967885656,48.793720385347
129,1436967886381,51.9406435336787
130,1436967887099,44.9300052876313
131,1436967887844,42.8936648601436
132,1436967888610,46.8325602348812
133,1436967889338,46.0259591658353
134,1436967890056,63.8468918926236
135,1436967890772,48.388231346344
136,1436967891482,54.9509409473792
137,1436967892184,52.6464113870286
138,1436967892968,49.624003906698
139,1436967893702,60.7112412878942
140,1436967894403,48.8831318964614
141,1436967895029,37.3371323721466
142,1436967895728,45.912244100189
143,1436967896449,58.4416860435694
144,1436967897154,61.5270242996848
145,1436967897882,42.5527270230374
146,1436967898618,67.5338290278913
147,1436967899331,54.9007897285656
148,1436967900105,55.8480303830921
149,1436967900844,67.8037969070014
150,1436967901585,41.1655981164454
151,1436967902176,45.8579739489555
152,1436967902860,42.4597577305062
153,1436967903606,51.3347812953136
154,1436967904345,37.6337150361123
155,1436967905077,73.2786122192819
156,1436967905803,55.6352474591272
157,1436967906463,46.5923488054339
158,1436967907177,51.3007138799878
159,1436967907893,56.1129412856967
160,1436967908638,42.0099628873658
161,1436967909344,60.7428642250387
162,1436967910070,47.2033396492171
163,1436967910835,43.1187637637915
164,1436967911646,54.4313165891038
165,1436967912305,46.9771217948969
166,1436967913022,51.2858269437701
167,1436967913751,44.7889812902154
168,1436967914465,48.9926828010242
169,1436967915175,49.0755039785045
170,1436967916025,45.9358916122027
171,1436967916801,55.7417574230395
172,1436967917402,62.4542224214268
173,1436967918046,56.1520257211097
174,1436967918755,52.498360265404
175,1436967919486,43.7742767134318
176,1436967920214,55.9916766605019
177,1436967920961,42.1831777274908
178,1436967921832,41.5226298259033
179,1436967922554,42.7568695571209
180,1436967923259,43.9410154185505
181,1436967923982,57.0212503214636
