id,attr_time,attr_lat,attr_lng
1,1436468783000,49.44974518,8.89850412
2,1436468788000,49.44970619,8.89851327
3,1436468815000,49.44984289,8.89856276
4,1436468826000,49.44983892,8.89857648
5,1436468873000,49.44979397,8.89854811
6,1436468878000,49.44979397,8.89854733
7,1436468889000,49.44979806,8.89852298
8,1436468898000,49.44973537,8.89850607
9,1436468909000,49.44952627,8.89813188
10,1436468918000,49.44945095,8.8982125
11,1436468929000,49.44948213,8.89829691
12,1436468939000,49.44939222,8.89824557
13,1436468951000,49.44926509,8.89827529
14,1436468960000,49.44916242,8.89825874
15,1436468971000,49.44901931,8.8981764
16,1436468982000,49.44896253,8.89819068
17,1436468992000,49.44893019,8.89822416
18,1436469002000,49.44888027,8.89837115
19,1436469015000,49.44875618,8.89840028
20,1436469025000,49.44889192,8.89856359
21,1436469035000,49.44878352,8.89848626
22,1436469045000,49.44901934,8.89859453
23,1436469055000,49.44890511,8.89857707
24,1436469066000,49.44886272,8.89859639
25,1436469077000,49.44886629,8.89860949
26,1436469088000,49.44886786,8.89864645
27,1436469098000,49.44886335,8.89868297
28,1436469109000,49.44886427,8.89871093
29,1436469120000,49.44885257,8.89927041
30,1436469130000,49.44889343,8.89934581
31,1436469140000,49.44898259,8.89939049
32,1436469151000,49.44899316,8.89942505
33,1436469161000,49.44889748,8.89940887
34,1436469172000,49.44891038,8.89943821
35,1436469183000,49.4488849,8.89950165
36,1436469194000,49.44886653,8.899551
37,1436469205000,49.44885192,8.89957769
38,1436469215000,49.44885871,8.89959802
39,1436469226000,49.44886477,8.89960497
40,1436469237000,49.44885808,8.89960948
41,1436469249000,49.44884929,8.89963313
42,1436469258000,49.44884935,8.89964685
