id,attr_time,attr_lat,attr_lng
1,1437227321000,49.44874164,8.90067206
2,1437227342000,49.44874944,8.90061285
3,1437227348000,49.44874944,8.90061294
4,1437227368000,49.44875673,8.90050492
5,1437227380000,49.44875676,8.90050447
6,1437227404000,49.44883295,8.89944029
7,1437227410000,49.4487875,8.89939154
8,1437227420000,49.44879545,8.89918859
9,1437227431000,49.44884476,8.89905615
10,1437227455000,49.44917196,8.89901963
11,1437227463000,49.44921382,8.89898512
12,1437227474000,49.44926033,8.89880578
13,1437227480000,49.44902417,8.89911816
14,1437227492000,49.44903035,8.89840113
15,1437227501000,49.44904386,8.89825424
16,1437227510000,49.44885868,8.89839363
17,1437227521000,49.44875395,8.89842122
18,1437227533000,49.44866949,8.89850517
19,1437227552000,49.44867015,8.89825592
20,1437227572000,49.44896531,8.89797575
21,1437227576000,49.44905129,8.89794549
22,1437227605000,49.44921975,8.89763296
23,1437227625000,49.4491919,8.8982588
24,1437227645000,49.4491588,8.8979903
25,1437227650000,49.44941042,8.8980727
26,1437227660000,49.44948171,8.89806934
27,1437227672000,49.44948009,8.8980727
28,1437227687000,49.44929725,8.8981943
29,1437227792000,49.44972213,8.89868972
30,1437227797000,49.44963109,8.898326
31,1437227810000,49.44967501,8.8983328
