id,attr_time,attr_lat,attr_lng
1,1437227318000,49.44871534,8.89960116
2,1437227323000,49.44871539,8.8996004
3,1437227394000,49.44871884,8.89949804
4,1437227400000,49.44871884,8.89949809
5,1437227414000,49.44871932,8.89948766
6,1437227420000,49.44871938,8.89948576
7,1437227431000,49.44871984,8.89948655
8,1437227459000,49.44872247,8.89945431
9,1437227478000,49.44872345,8.89945212
10,1437227483000,49.44872361,8.89945254
11,1437227498000,49.44872415,8.89944968
12,1437227504000,49.44872526,8.89944778
13,1437227516000,49.44872611,8.89944513
14,1437227524000,49.44872639,8.89944117
15,1437227536000,49.44872274,8.89941067
16,1437227616000,49.44872365,8.89935891
17,1437227633000,49.44872359,8.89935264
18,1437227648000,49.44867083,8.89849487
19,1437227652000,49.44927111,8.89828926
20,1437227688000,49.44941181,8.89829063
21,1437227692000,49.44941302,8.89829108
22,1437227796000,49.44944877,8.89831348
23,1437227808000,49.44944946,8.89831252
24,1437227851000,49.44945168,8.89831508
