id,attr_time,attr_lat,attr_lng
1,1437227273000,49.44879779,8.90004595
2,1437227290000,49.44879785,8.90004477
3,1437227309000,49.44879772,8.90004299
4,1437227320000,49.44879594,8.9000557
5,1437227330000,49.44879577,8.90004712
6,1437227342000,49.44879724,8.90001195
7,1437227351000,49.44880071,8.89997356
8,1437227362000,49.44880178,8.89994568
9,1437227370000,49.44880411,8.89992704
10,1437227382000,49.44880732,8.89990164
11,1437227392000,49.4488083,8.89988439
12,1437227401000,49.44881011,8.89986644
13,1437227411000,49.44881166,8.89985765
14,1437227422000,49.44881148,8.8998156
15,1437227433000,49.44879991,8.89935986
16,1437227443000,49.44886763,8.8991285
17,1437227455000,49.44889438,8.898909
18,1437227465856,49.44922989,8.89902016
19,1437227474000,49.4490302,8.89870445
20,1437227485000,49.44885765,8.89854066
21,1437227494000,49.44873839,8.89873101
22,1437227504000,49.4487105,8.8986756
23,1437227514000,49.44876582,8.8986795
24,1437227524000,49.44873037,8.89854746
25,1437227535000,49.44870968,8.89848487
26,1437227550000,49.44868527,8.89860715
27,1437227555000,49.4487098,8.89860996
28,1437227580000,49.44892839,8.89838761
29,1437227591000,49.44900926,8.89823364
30,1437227601000,49.44901015,8.89833107
31,1437227611000,49.44911363,8.8984401
32,1437227629000,49.44932296,8.89838668
33,1437227640000,49.44936689,8.89842509
34,1437227650000,49.44934929,8.89838254
35,1437227660000,49.44934051,8.89834936
36,1437227671000,49.44934137,8.89833817
37,1437227682000,49.44936868,8.8983429
38,1437227690000,49.44938112,8.89835261
39,1437227705000,49.44939411,8.8983606
40,1437227713000,49.44940834,8.89836839
41,1437227724000,49.4494167,8.89836984
42,1437227761000,49.44942007,8.89837307
43,1437227765000,49.44941965,8.89837293
44,1437227790000,49.44944642,8.89838212
45,1437227793000,49.44951126,8.89830067
46,1437227805000,49.44960327,8.8983886
47,1437227840000,49.45003031,8.89848047
48,1437227845000,49.4500576,8.89849084
