id,attr_time,attr_x,attr_y,attr_z
1,1435990454115,-97.738,128.414,-57.409
2,1435990454136,-97.738,128.414,-57.409
3,1435990454159,-97.738,128.414,-57.095
4,1435990454175,-97.738,128.414,-57.095
5,1435990454198,-97.738,128.414,-57.095
6,1435990454218,-97.738,128.414,-57.095
7,1435990454239,-97.738,128.414,-57.095
8,1435990454308,-97.738,128.414,-57.095
9,1435990454309,-97.738,128.414,-57.095
10,1435990454310,-97.738,128.414,-57.095
11,1435990454323,-97.738,128.414,-57.095
12,1435990454344,-97.738,128.414,-57.095
13,1435990454357,-97.738,128.414,-57.095
14,1435990454375,-97.738,128.414,-57.095
15,1435990454421,-97.738,128.414,-57.095
16,1435990454422,-97.738,128.414,-57.095
17,1435990454435,-97.738,128.414,-57.095
18,1435990454458,-97.738,128.414,-57.095
19,1435990454478,-97.738,128.414,-57.095
20,1435990454495,-97.738,128.414,-57.095
21,1435990454519,-97.738,128.414,-57.095
22,1435990454538,-97.738,128.414,-57.095
23,1435990454558,-97.738,128.414,-57.095
24,1435990454576,-97.738,128.414,-57.095
25,1435990454599,-97.738,128.414,-57.095
26,1435990454620,-97.738,128.414,-57.095
27,1435990454640,-97.738,128.414,-57.095
28,1435990454658,-97.738,128.414,-57.095
29,1435990454677,-97.738,128.414,-57.095
30,1435990454699,-97.738,128.414,-57.095
31,1435990454715,-97.738,128.414,-57.095
32,1435990454738,-97.738,128.414,-57.095
33,1435990454757,-97.738,128.414,-57.095
34,1435990454778,-97.738,128.414,-57.095
35,1435990454798,-97.738,128.414,-57.095
36,1435990454819,-97.738,128.414,-57.095
37,1435990454838,-97.738,128.414,-57.095
38,1435990454858,-97.738,128.414,-57.095
39,1435990454878,-97.738,128.414,-57.095
40,1435990454905,-97.738,128.414,-57.095
41,1435990454929,-97.738,128.414,-57.095
42,1435990454938,-97.738,128.414,-57.095
43,1435990454955,-97.738,128.414,-57.095
44,1435990455048,-97.738,128.414,-57.095
45,1435990455059,-97.738,128.414,-57.095
46,1435990455060,-97.738,128.414,-57.095
47,1435990455061,-97.738,128.414,-57.095
48,1435990455062,-97.738,128.108,-57.095
49,1435990455078,-97.738,128.108,-57.095
50,1435990455103,-97.738,128.108,-57.095
51,1435990455120,-97.738,128.108,-57.095
52,1435990455135,-97.738,128.108,-57.095
53,1435990455156,-97.738,128.108,-57.095
54,1435990455176,-97.738,128.108,-57.095
55,1435990455201,-97.738,128.108,-57.095
56,1435990455220,-97.738,128.108,-57.095
57,1435990455236,-97.738,128.108,-57.095
58,1435990455256,-97.738,128.108,-57.095
59,1435990455280,-97.738,128.108,-57.095
60,1435990455299,-97.738,128.108,-57.095
61,1435990455319,-97.738,128.108,-57.095
62,1435990455339,-97.738,128.108,-57.095
63,1435990455359,-97.738,128.108,-57.095
64,1435990455380,-97.738,128.108,-57.095
65,1435990455399,-97.738,128.108,-57.095
66,1435990455420,-97.738,128.108,-57.095
67,1435990455457,-97.738,128.108,-57.095
68,1435990455458,-97.738,128.108,-57.095
69,1435990455479,-97.738,128.108,-57.095
70,1435990455499,-97.738,128.108,-57.095
71,1435990455519,-97.738,128.108,-57.095
72,1435990455539,-97.738,128.108,-57.095
73,1435990455559,-97.738,128.108,-57.095
74,1435990455579,-97.738,128.108,-57.095
75,1435990455599,-97.738,128.108,-57.095
