id,attr_time,attr_lat,attr_lng
1,1436462346000,49.44877927,8.90010229
2,1436462351000,49.44877927,8.90010229
3,1436462362000,49.44877872,8.90010304
4,1436462373000,49.44877808,8.9001019
5,1436462381000,49.44877761,8.90010125
6,1436462392000,49.44878692,8.90010399
7,1436462403000,49.44878891,8.90009524
8,1436462425000,49.44879059,8.90008757
9,1436462437000,49.44879899,8.90008045
10,1436462446000,49.44881093,8.9000705
11,1436462455000,49.44881363,8.90006859
12,1436462466000,49.44881694,8.900063
13,1436462477000,49.44880172,8.89972634
14,1436462487000,49.44877126,8.89957473
15,1436462507000,49.44888724,8.8992311
16,1436462517000,49.44886109,8.89921115
17,1436462527000,49.4488513,8.89911326
18,1436462547000,49.44883237,8.89850473
19,1436462559000,49.44876037,8.89852237
20,1436462569000,49.44869583,8.89858899
21,1436462580000,49.44872468,8.89856023
22,1436462590000,49.44866673,8.89880841
23,1436462600000,49.44869349,8.89873123
24,1436462610000,49.44887247,8.89849144
25,1436462620000,49.44895515,8.89867541
26,1436462632000,49.44925031,8.89853433
27,1436462640000,49.44914379,8.89816367
28,1436462651000,49.44909739,8.89771539
29,1436462661000,49.44928401,8.89821146
30,1436462674000,49.44936723,8.89852178
31,1436462682000,49.44946616,8.89851488
32,1436462691000,49.4496909,8.89853518
33,1436462704000,49.44966955,8.8985608
34,1436462713000,49.44980377,8.89897106
35,1436462724000,49.44994622,8.89872302
36,1436462733000,49.44999293,8.89892021
37,1436462747000,49.44999468,8.89846421
38,1436462753000,49.45000714,8.89835393
39,1436462780000,49.45012552,8.89763461
40,1436462796000,49.44987514,8.89812101
41,1436462800000,49.4498315,8.89825589
42,1436462812000,49.44981317,8.89855684
43,1436462845000,49.44987171,8.89833008
