id,attr_time,attr_lat,attr_lng
1,1436967793000,49.44981902,8.89832339
2,1436967804000,49.44981934,8.89832339
3,1436967814000,49.44982025,8.89832327
4,1436967827000,49.44982069,8.8983232
5,1436967829785,49.4445119,8.9005002
6,1436967846000,49.44983995,8.89837888
7,1436967856000,49.44989382,8.8984178
8,1436967870400,49.4445119,8.9005002
9,1436967887000,49.44990843,8.89840922
10,1436967897000,49.44990715,8.89840284
11,1436967908000,49.44990587,8.89839432
12,1436967917000,49.44989771,8.89840466
13,1436967928000,49.44974669,8.89851475
14,1436967937000,49.44958752,8.89861136
15,1436967948000,49.44947624,8.89845305
16,1436967958000,49.44940879,8.89839354
17,1436967968000,49.44932291,8.8983483
18,1436967979000,49.44922515,8.89829063
19,1436967991000,49.44915502,8.89845237
20,1436968001000,49.4490768,8.89850145
21,1436968012000,49.4490181,8.89853932
22,1436968023000,49.44899455,8.89856783
23,1436968033000,49.44893982,8.89843097
24,1436968044000,49.44887929,8.89839067
25,1436968054000,49.44884423,8.89833267
26,1436968064000,49.44874649,8.89842524
27,1436968074000,49.44876631,8.89868165
28,1436968086000,49.44892616,8.89885072
29,1436968096000,49.44899933,8.8989481
30,1436968105000,49.44896658,8.89889378
31,1436968117000,49.44913592,8.89898617
32,1436968128000,49.44903278,8.89906147
33,1436968138000,49.44899377,8.89916104
34,1436968148000,49.44900894,8.89925579
35,1436968159000,49.44905104,8.89940543
36,1436968169000,49.44899031,8.8994122
37,1436968179277,49.44892162,8.89943191
38,1436968190000,49.44863916,8.89964029
39,1436968201000,49.44880396,8.8998118
40,1436968211000,49.44886075,8.89986831
41,1436968213994,49.4445119,8.9005002
42,1436968223000,49.44888214,8.89993802
43,1436968232000,49.44889488,8.89991775
44,1436968244000,49.44879881,8.89983388
45,1436968254000,49.44878809,8.89991367
46,1436968265000,49.44871837,8.90008398
47,1436968275000,49.44865693,8.9002008
